codice_istat,denominazione,codice_catastale,regione,provincia,sigla_provincia,superficie_km2,popolazione_residente,popolazione_legale,zona_altimetrica,altitudine,comune_litoraneo,comune_isolano
002004,Alice Castello,A198,Piemonte,Vercelli,VC,24.565,2491,2503,3,251,0,0
002006,Arborio,A358,Piemonte,Vercelli,VC,23.3102,850,830,5,188,0,0
002007,Asigliano Vercellese,A466,Piemonte,Vercelli,VC,26.3155,1382,1382,5,129,0,0
002008,Balmuccia,A600,Piemonte,Vercelli,VC,9.7885,113,110,1,561,0,0
002009,Balocco,A601,Piemonte,Vercelli,VC,16.808,211,217,5,167,0,0
002011,Bianzè,A847,Piemonte,Vercelli,VC,41.8059,1870,1841,5,185,0,0
002014,Boccioleto,A914,Piemonte,Vercelli,VC,33.8706,173,163,1,654,0,0
002015,Borgo d'Ale,B009,Piemonte,Vercelli,VC,39.5697,2188,2223,3,243,0,0
002016,Borgosesia,B041,Piemonte,Vercelli,VC,41.0898,12031,12189,1,361,0,0
002017,Borgo Vercelli,B046,Piemonte,Vercelli,VC,19.2954,2207,2260,5,129,0,0
002021,Buronzo,B280,Piemonte,Vercelli,VC,25.0767,870,851,5,194,0,0
002025,Campertogno,B505,Piemonte,Vercelli,VC,34.1364,231,221,1,821,0,0
002029,Carcoforo,B752,Piemonte,Vercelli,VC,22.8002,72,72,1,1302,0,0
002030,Caresana,B767,Piemonte,Vercelli,VC,24.1088,995,1057,5,114,0,0
002031,Caresanablot,B768,Piemonte,Vercelli,VC,11.0218,1108,1088,5,131,0,0
002032,Carisio,B782,Piemonte,Vercelli,VC,30.1058,762,772,5,184,0,0
002033,Casanova Elvo,B928,Piemonte,Vercelli,VC,16.205,223,222,5,156,0,0
002035,San Giacomo Vercellese,B952,Piemonte,Vercelli,VC,9.6044,257,277,5,194,0,0
002041,Cervatto,C548,Piemonte,Vercelli,VC,9.5379,47,50,1,1000,0,0
002042,Cigliano,C680,Piemonte,Vercelli,VC,25.3436,4256,4295,5,243,0,0
002043,Civiasco,C757,Piemonte,Vercelli,VC,7.3882,222,234,1,711,0,0
002045,Collobiano,C884,Piemonte,Vercelli,VC,9.2231,72,86,5,143,0,0
002047,Costanzana,D113,Piemonte,Vercelli,VC,20.9678,778,761,5,133,0,0
002048,Cravagliana,D132,Piemonte,Vercelli,VC,34.8563,246,268,1,624,0,0
002049,Crescentino,D154,Piemonte,Vercelli,VC,48.2234,7544,7636,5,161,0,0
002052,Crova,D187,Piemonte,Vercelli,VC,14.0163,357,372,5,169,0,0
002054,Desana,D281,Piemonte,Vercelli,VC,16.4768,1100,1063,5,135,0,0
002057,Fobello,D641,Piemonte,Vercelli,VC,28.1401,185,186,1,876,0,0
002058,Fontanetto Po,D676,Piemonte,Vercelli,VC,23.2425,1052,1053,5,146,0,0
002059,Formigliana,D712,Piemonte,Vercelli,VC,16.7627,491,497,5,163,0,0
002061,Gattinara,D938,Piemonte,Vercelli,VC,33.6666,7507,7611,3,269,0,0
002062,Ghislarengo,E007,Piemonte,Vercelli,VC,12.503,794,816,5,205,0,0
002065,Greggio,E163,Piemonte,Vercelli,VC,11.8819,321,328,5,161,0,0
002066,Guardabosone,E237,Piemonte,Vercelli,VC,6.0876,311,334,1,470,0,0
002067,Lamporo,E433,Piemonte,Vercelli,VC,9.644,481,506,5,166,0,0
002068,Lenta,E528,Piemonte,Vercelli,VC,18.9703,770,795,5,228,0,0
002070,Lignana,E583,Piemonte,Vercelli,VC,22.574,543,529,5,139,0,0
002071,Livorno Ferraris,E626,Piemonte,Vercelli,VC,57.9917,4270,4180,5,190,0,0
002072,Lozzolo,E711,Piemonte,Vercelli,VC,6.667,764,797,3,305,0,0
002078,Mollia,F297,Piemonte,Vercelli,VC,13.9178,101,93,1,882,0,0
002079,Moncrivello,F342,Piemonte,Vercelli,VC,20.1818,1369,1376,5,310,0,0
002082,Motta de' Conti,F774,Piemonte,Vercelli,VC,11.7159,712,741,5,108,0,0
002088,Olcenengo,G016,Piemonte,Vercelli,VC,16.4959,772,787,5,150,0,0
002089,Oldenico,G018,Piemonte,Vercelli,VC,6.5271,232,217,5,141,0,0
002090,Palazzolo Vercellese,G266,Piemonte,Vercelli,VC,13.9396,1088,1105,5,144,0,0
002091,Pertengo,G471,Piemonte,Vercelli,VC,8.2949,332,305,5,125,0,0
002093,Pezzana,G528,Piemonte,Vercelli,VC,17.3518,1282,1271,5,116,0,0
002096,Pila,G666,Piemonte,Vercelli,VC,8.6903,132,144,1,705,0,0
002097,Piode,G685,Piemonte,Vercelli,VC,13.5977,187,188,1,732,0,0
002102,Postua,G940,Piemonte,Vercelli,VC,16.1781,533,561,1,469,0,0
002104,Prarolo,G985,Piemonte,Vercelli,VC,11.5389,724,708,5,117,0,0
002107,Quarona,H108,Piemonte,Vercelli,VC,16.156,3719,3804,1,403,0,0
002108,Quinto Vercellese,H132,Piemonte,Vercelli,VC,10.9026,386,391,5,141,0,0
002110,Rassa,H188,Piemonte,Vercelli,VC,43.2703,68,62,1,931,0,0
002113,Rimella,H293,Piemonte,Vercelli,VC,26.2705,141,133,1,1166,0,0
002115,Rive,H346,Piemonte,Vercelli,VC,9.409,439,424,5,129,0,0
002116,Roasio,H365,Piemonte,Vercelli,VC,27.9151,2192,2250,3,284,0,0
002118,Ronsecco,H549,Piemonte,Vercelli,VC,24.4754,572,543,5,147,0,0
002121,Rossa,H577,Piemonte,Vercelli,VC,11.8379,170,175,1,840,0,0
002122,Rovasenda,H364,Piemonte,Vercelli,VC,29.2677,894,912,5,225,0,0
002126,Salasco,H690,Piemonte,Vercelli,VC,12.1875,201,207,5,158,0,0
002127,Sali Vercellese,H707,Piemonte,Vercelli,VC,8.7766,93,99,5,142,0,0
002128,Saluggia,H725,Piemonte,Vercelli,VC,31.598,3779,3777,5,198,0,0
002131,San Germano Vercellese,H861,Piemonte,Vercelli,VC,30.6403,1596,1473,5,164,0,0
002133,Santhià,I337,Piemonte,Vercelli,VC,53.129,8023,8109,5,187,0,0
002134,Scopa,I544,Piemonte,Vercelli,VC,22.5335,379,373,1,620,0,0
002135,Scopello,I545,Piemonte,Vercelli,VC,18.2547,381,372,1,667,0,0
002137,Serravalle Sesia,I663,Piemonte,Vercelli,VC,20.905,4702,4751,3,330,0,0
002142,Stroppiana,I984,Piemonte,Vercelli,VC,18.3141,1177,1172,5,121,0,0
002147,Tricerro,L420,Piemonte,Vercelli,VC,12.2491,659,680,5,142,0,0
002148,Trino,L429,Piemonte,Vercelli,VC,70.6058,6688,6692,5,140,0,0
002150,Tronzano Vercellese,L451,Piemonte,Vercelli,VC,44.7509,3255,3318,5,181,0,0
002152,Valduggia,L566,Piemonte,Vercelli,VC,28.4267,1832,1875,1,396,0,0
002156,Varallo,L669,Piemonte,Vercelli,VC,102.9738,6844,6926,1,456,0,0
002158,Vercelli,L750,Piemonte,Vercelli,VC,79.7747,45951,45176,5,141,0,0
002163,Villarboit,M003,Piemonte,Vercelli,VC,25.5109,371,386,5,164,0,0
002164,Villata,M028,Piemonte,Vercelli,VC,14.5825,1527,1550,5,136,0,0
002166,Vocca,M106,Piemonte,Vercelli,VC,20.2573,159,157,1,528,0,0
002170,Alto Sermenza,M389,Piemonte,Vercelli,VC,60.3257,134,145,1,900,0,0
002171,Cellio con Breia,M398,Piemonte,Vercelli,VC,17.2796,934,940,1,681,0,0
003001,Agrate Conturbia,A088,Piemonte,Novara,NO,14.5362,1584,1520,3,336,0,0
003002,Ameno,A264,Piemonte,Novara,NO,9.9965,874,850,1,537,0,0
003006,Armeno,A414,Piemonte,Novara,NO,31.5153,2085,2110,1,541,0,0
003008,Arona,A429,Piemonte,Novara,NO,15.1698,13655,13675,3,216,0,0
003012,Barengo,A653,Piemonte,Novara,NO,19.4928,727,730,5,220,0,0
003016,Bellinzago Novarese,A752,Piemonte,Novara,NO,39.1788,9376,9444,5,197,0,0
003018,Biandrate,A844,Piemonte,Novara,NO,12.4537,1352,1307,5,162,0,0
003019,Boca,A911,Piemonte,Novara,NO,9.608,1157,1131,3,388,0,0
003021,Bogogno,A929,Piemonte,Novara,NO,8.4826,1303,1297,3,284,0,0
003022,Bolzano Novarese,A953,Piemonte,Novara,NO,3.3043,1128,1149,3,407,0,0
003023,Borgolavezzaro,B016,Piemonte,Novara,NO,21.0915,2035,1956,5,121,0,0
003024,Borgomanero,B019,Piemonte,Novara,NO,32.2544,21208,21277,3,316,0,0
003025,Borgo Ticino,B043,Piemonte,Novara,NO,13.3812,5123,5174,3,287,0,0
003026,Briga Novarese,B176,Piemonte,Novara,NO,4.7479,2745,2763,3,338,0,0
003027,Briona,B183,Piemonte,Novara,NO,24.7563,1115,1105,5,199,0,0
003030,Caltignaga,B431,Piemonte,Novara,NO,22.3213,2493,2504,5,178,0,0
003032,Cameri,B473,Piemonte,Novara,NO,39.9852,10811,10660,5,168,0,0
003036,Carpignano Sesia,B823,Piemonte,Novara,NO,14.6556,2460,2470,5,209,0,0
003037,Casalbeltrame,B864,Piemonte,Novara,NO,16.0407,1041,991,5,155,0,0
003039,Casaleggio Novara,B883,Piemonte,Novara,NO,10.531,904,905,5,172,0,0
003040,Casalino,B897,Piemonte,Novara,NO,39.4893,1539,1523,5,132,0,0
003041,Casalvolone,B920,Piemonte,Novara,NO,17.4845,880,875,5,142,0,0
003042,Castellazzo Novarese,C149,Piemonte,Novara,NO,10.7917,344,316,5,183,0,0
003043,Castelletto sopra Ticino,C166,Piemonte,Novara,NO,14.6413,9852,9826,3,228,0,0
003044,Cavaglietto,C364,Piemonte,Novara,NO,6.4854,393,381,3,237,0,0
003045,Cavaglio d'Agogna,C365,Piemonte,Novara,NO,9.8334,1150,1165,3,245,0,0
003047,Cavallirio,C378,Piemonte,Novara,NO,8.3261,1291,1307,3,364,0,0
003049,Cerano,C483,Piemonte,Novara,NO,32.6335,6854,6712,5,135,0,0
003051,Colazza,C829,Piemonte,Novara,NO,3.1617,546,530,3,515,0,0
003052,Comignago,C926,Piemonte,Novara,NO,4.4493,1265,1209,3,274,0,0
003055,Cressa,D162,Piemonte,Novara,NO,7.1035,1558,1604,5,272,0,0
003058,Cureggio,D216,Piemonte,Novara,NO,8.5067,2584,2576,3,295,0,0
003060,Divignano,D309,Piemonte,Novara,NO,4.9346,1434,1433,3,334,0,0
003062,Dormelletto,D347,Piemonte,Novara,NO,7.2522,2532,2561,3,229,0,0
003065,Fara Novarese,D492,Piemonte,Novara,NO,9.2145,2003,2007,3,215,0,0
003066,Fontaneto d'Agogna,D675,Piemonte,Novara,NO,21.1702,2614,2592,3,263,0,0
003068,Galliate,D872,Piemonte,Novara,NO,29.3663,15700,15551,5,160,0,0
003069,Garbagna Novarese,D911,Piemonte,Novara,NO,10.0494,1406,1405,5,134,0,0
003070,Gargallo,D921,Piemonte,Novara,NO,3.7697,1755,1764,3,397,0,0
003073,Ghemme,E001,Piemonte,Novara,NO,20.6439,3423,3386,3,247,0,0
003076,Gozzano,E120,Piemonte,Novara,NO,12.5821,5499,5487,3,362,0,0
003077,Granozzo con Monticello,E143,Piemonte,Novara,NO,19.5209,1317,1332,5,132,0,0
003079,Grignasco,E177,Piemonte,Novara,NO,14.3336,4297,4345,3,323,0,0
003082,Invorio,E314,Piemonte,Novara,NO,17.3717,4283,4308,3,421,0,0
003083,Landiona,E436,Piemonte,Novara,NO,7.2833,531,537,5,185,0,0
003084,Lesa,E544,Piemonte,Novara,NO,13.5807,2179,2152,3,207,0,0
003088,Maggiora,E803,Piemonte,Novara,NO,10.6586,1648,1609,3,399,0,0
003090,Mandello Vitta,E880,Piemonte,Novara,NO,5.8541,206,228,5,177,0,0
003091,Marano Ticino,E907,Piemonte,Novara,NO,7.788,1605,1568,3,260,0,0
003093,Massino Visconti,F047,Piemonte,Novara,NO,6.8639,1109,1124,1,471,0,0
003095,Meina,F093,Piemonte,Novara,NO,7.5353,2340,2372,3,217,0,0
003097,Mezzomerico,F188,Piemonte,Novara,NO,7.7187,1214,1203,3,255,0,0
003098,Miasino,F191,Piemonte,Novara,NO,5.5209,810,811,1,479,0,0
003100,Momo,F317,Piemonte,Novara,NO,23.5907,2402,2393,5,215,0,0
003103,Nebbiuno,F859,Piemonte,Novara,NO,8.265,1835,1788,3,434,0,0
003104,Nibbiola,F886,Piemonte,Novara,NO,11.3421,831,825,5,136,0,0
003106,Novara,F952,Piemonte,Novara,NO,103.0499,102231,101367,5,170,0,0
003108,Oleggio,G019,Piemonte,Novara,NO,37.7945,14241,14204,3,239,0,0
003109,Oleggio Castello,G020,Piemonte,Novara,NO,5.9352,2223,2203,3,301,0,0
003112,Orta San Giulio,G134,Piemonte,Novara,NO,6.65,1102,1131,1,301,0,0
003114,Paruzzaro,G349,Piemonte,Novara,NO,5.2272,2161,2143,3,330,0,0
003115,Pella,G421,Piemonte,Novara,NO,8.1338,876,894,1,298,0,0
003116,Pettenasco,G520,Piemonte,Novara,NO,7.0708,1308,1341,1,308,0,0
003119,Pisano,G703,Piemonte,Novara,NO,2.7659,791,779,3,414,0,0
003120,Pogno,G775,Piemonte,Novara,NO,9.8648,1353,1350,1,462,0,0
003121,Pombia,G809,Piemonte,Novara,NO,12.2967,2117,2118,3,273,0,0
003122,Prato Sesia,H001,Piemonte,Novara,NO,12.1259,1835,1849,3,281,0,0
003129,Recetto,H213,Piemonte,Novara,NO,8.8525,1007,956,5,164,0,0
003130,Romagnano Sesia,H502,Piemonte,Novara,NO,17.9757,3722,3677,3,276,0,0
003131,Romentino,H518,Piemonte,Novara,NO,17.6907,5611,5625,5,148,0,0
003133,San Maurizio d'Opaglio,I025,Piemonte,Novara,NO,8.5098,2999,2994,1,370,0,0
003134,San Nazzaro Sesia,I052,Piemonte,Novara,NO,11.4507,694,731,5,159,0,0
003135,San Pietro Mosezzo,I116,Piemonte,Novara,NO,34.8993,1991,1971,5,155,0,0
003138,Sillavengo,I736,Piemonte,Novara,NO,9.5352,574,556,5,196,0,0
003139,Sizzano,I767,Piemonte,Novara,NO,10.7544,1339,1360,3,231,0,0
003140,Soriso,I857,Piemonte,Novara,NO,6.3718,715,719,3,452,0,0
003141,Sozzago,I880,Piemonte,Novara,NO,12.9144,1123,1088,5,131,0,0
003143,Suno,L007,Piemonte,Novara,NO,21.327,2681,2706,5,253,0,0
003144,Terdobbiate,L104,Piemonte,Novara,NO,8.4632,456,459,5,132,0,0
003146,Tornaco,L223,Piemonte,Novara,NO,13.241,875,875,5,124,0,0
003149,Trecate,L356,Piemonte,Novara,NO,38.2225,21084,20496,5,143,0,0
003153,Vaprio d'Agogna,L668,Piemonte,Novara,NO,10.0122,951,967,5,234,0,0
003154,Varallo Pombia,L670,Piemonte,Novara,NO,13.768,4962,4946,3,295,0,0
003158,Vespolate,L808,Piemonte,Novara,NO,17.7798,2047,2015,5,127,0,0
003159,Vicolungo,L847,Piemonte,Novara,NO,13.2938,860,826,5,169,0,0
003164,Vinzaglio,M062,Piemonte,Novara,NO,15.4635,547,523,5,127,0,0
003166,Gattico-Veruno,M416,Piemonte,Novara,NO,26.1871,5259,5224,3,378,0,0
004001,Acceglio,A016,Piemonte,Cuneo,CN,151.5278,164,157,1,1231,0,0
004002,Aisone,A113,Piemonte,Cuneo,CN,36.9173,204,205,1,846,0,0
004003,Alba,A124,Piemonte,Cuneo,CN,53.5852,30987,31095,3,179,0,0
004004,Albaretto della Torre,A139,Piemonte,Cuneo,CN,4.5899,215,221,3,669,0,0
004005,Alto,A238,Piemonte,Cuneo,CN,7.4616,157,142,1,652,0,0
004006,Argentera,A394,Piemonte,Cuneo,CN,76.2592,77,78,1,1618,0,0
004007,Arguello,A396,Piemonte,Cuneo,CN,4.9174,194,199,3,635,0,0
004008,Bagnasco,A555,Piemonte,Cuneo,CN,30.9491,931,973,1,503,0,0
004009,Bagnolo Piemonte,A571,Piemonte,Cuneo,CN,63.2494,5728,5817,3,370,0,0
004010,Baldissero d'Alba,A589,Piemonte,Cuneo,CN,15.3263,1052,1048,3,364,0,0
004011,Barbaresco,A629,Piemonte,Cuneo,CN,7.7636,600,609,3,262,0,0
004012,Barge,A660,Piemonte,Cuneo,CN,81.9913,7454,7430,3,377,0,0
004013,Barolo,A671,Piemonte,Cuneo,CN,5.7095,617,660,3,303,0,0
004014,Bastia Mondovì,A709,Piemonte,Cuneo,CN,12.0007,629,628,3,296,0,0
004015,Battifollo,A716,Piemonte,Cuneo,CN,11.1195,237,211,1,868,0,0
004016,Beinette,A735,Piemonte,Cuneo,CN,17.6863,3510,3441,5,494,0,0
004017,Bellino,A750,Piemonte,Cuneo,CN,62.07,99,95,1,1627,0,0
004018,Belvedere Langhe,A774,Piemonte,Cuneo,CN,5.003,337,337,3,637,0,0
004019,Bene Vagienna,A779,Piemonte,Cuneo,CN,48.9673,3663,3643,5,352,0,0
004020,Benevello,A782,Piemonte,Cuneo,CN,5.4389,448,467,3,663,0,0
004021,Bergolo,A798,Piemonte,Cuneo,CN,3.1118,52,55,3,621,0,0
004022,Bernezzo,A805,Piemonte,Cuneo,CN,25.8633,4269,4219,1,579,0,0
004023,Bonvicino,A979,Piemonte,Cuneo,CN,7.2409,100,100,3,493,0,0
004024,Borgomale,B018,Piemonte,Cuneo,CN,8.4778,368,386,3,461,0,0
004025,Borgo San Dalmazzo,B033,Piemonte,Cuneo,CN,22.3398,12517,12477,1,636,0,0
004026,Bosia,B079,Piemonte,Cuneo,CN,5.5405,174,170,3,474,0,0
004027,Bossolasco,B084,Piemonte,Cuneo,CN,14.5453,658,639,3,758,0,0
004028,Boves,B101,Piemonte,Cuneo,CN,50.9483,9606,9641,1,592,0,0
004029,Bra,B111,Piemonte,Cuneo,CN,59.5299,29673,29536,5,295,0,0
004030,Briaglia,B167,Piemonte,Cuneo,CN,6.2376,316,305,3,556,0,0
004031,Briga Alta,B175,Piemonte,Cuneo,CN,52.1796,40,40,1,1314,0,0
004032,Brondello,B200,Piemonte,Cuneo,CN,10.124,265,261,3,446,0,0
004033,Brossasco,B204,Piemonte,Cuneo,CN,28.0638,993,1005,1,609,0,0
004034,Busca,B285,Piemonte,Cuneo,CN,76.7645,10175,10127,5,502,0,0
004035,Camerana,B467,Piemonte,Cuneo,CN,23.6377,552,575,3,515,0,0
004037,Canale,B573,Piemonte,Cuneo,CN,17.8653,5444,5514,3,201,0,0
004038,Canosio,B621,Piemonte,Cuneo,CN,48.4476,80,79,1,1246,0,0
004039,Caprauna,B692,Piemonte,Cuneo,CN,11.5018,80,96,1,952,0,0
004040,Caraglio,B719,Piemonte,Cuneo,CN,41.676,6781,6755,5,590,0,0
004041,Caramagna Piemonte,B720,Piemonte,Cuneo,CN,26.3283,3008,3072,5,261,0,0
004042,Cardè,B755,Piemonte,Cuneo,CN,19.3043,1139,1143,5,262,0,0
004043,Carrù,B841,Piemonte,Cuneo,CN,25.838,4451,4382,5,362,0,0
004044,Cartignano,B845,Piemonte,Cuneo,CN,6.4192,161,175,1,700,0,0
004045,Casalgrasso,B894,Piemonte,Cuneo,CN,17.8063,1453,1412,5,249,0,0
004046,Castagnito,C046,Piemonte,Cuneo,CN,7.1148,2263,2184,3,355,0,0
004047,Casteldelfino,C081,Piemonte,Cuneo,CN,33.9514,143,143,1,1323,0,0
004049,Castelletto Stura,C165,Piemonte,Cuneo,CN,17.1301,1393,1349,5,446,0,0
004050,Castelletto Uzzone,C167,Piemonte,Cuneo,CN,14.8586,282,310,3,386,0,0
004051,Castellinaldo d'Alba,C173,Piemonte,Cuneo,CN,7.8029,900,915,3,268,0,0
004052,Castellino Tanaro,C176,Piemonte,Cuneo,CN,11.5394,272,281,3,614,0,0
004053,Castelmagno,C205,Piemonte,Cuneo,CN,49.307,51,53,1,1149,0,0
004054,Castelnuovo di Ceva,C214,Piemonte,Cuneo,CN,6.2621,102,102,1,763,0,0
004055,Castiglione Falletto,C314,Piemonte,Cuneo,CN,4.7202,656,690,3,349,0,0
004056,Castiglione Tinella,C317,Piemonte,Cuneo,CN,11.634,743,811,3,408,0,0
004057,Castino,C323,Piemonte,Cuneo,CN,15.5228,433,458,3,548,0,0
004058,Cavallerleone,C375,Piemonte,Cuneo,CN,16.4378,669,673,5,272,0,0
004059,Cavallermaggiore,C376,Piemonte,Cuneo,CN,51.5948,5328,5333,5,291,0,0
004060,Celle di Macra,C441,Piemonte,Cuneo,CN,31.1053,88,84,1,1274,0,0
004061,Centallo,C466,Piemonte,Cuneo,CN,42.485,6981,6875,5,426,0,0
004062,Ceresole Alba,C504,Piemonte,Cuneo,CN,37.0487,2004,2006,3,300,0,0
004063,Cerretto Langhe,C530,Piemonte,Cuneo,CN,10.1423,384,402,3,671,0,0
004064,Cervasca,C547,Piemonte,Cuneo,CN,18.223,5209,5148,1,577,0,0
004065,Cervere,C550,Piemonte,Cuneo,CN,18.596,2278,2255,5,310,0,0
004066,Ceva,C589,Piemonte,Cuneo,CN,43.1656,5869,5641,3,388,0,0
004067,Cherasco,C599,Piemonte,Cuneo,CN,81.5352,9630,9447,5,294,0,0
004068,Chiusa di Pesio,C653,Piemonte,Cuneo,CN,95.0188,3735,3548,1,579,0,0
004069,Cigliè,C681,Piemonte,Cuneo,CN,6.1219,194,183,3,544,0,0
004070,Cissone,C738,Piemonte,Cuneo,CN,5.9034,78,80,3,640,0,0
004071,Clavesana,C792,Piemonte,Cuneo,CN,17.1509,778,799,3,334,0,0
004072,Corneliano d'Alba,D022,Piemonte,Cuneo,CN,10.0872,2165,2142,3,210,0,0
004073,Cortemilia,D062,Piemonte,Cuneo,CN,24.9875,2107,2188,3,252,0,0
004074,Cossano Belbo,D093,Piemonte,Cuneo,CN,20.5401,855,901,3,250,0,0
004075,Costigliole Saluzzo,D120,Piemonte,Cuneo,CN,15.3423,3292,3295,3,459,0,0
004076,Cravanzana,D133,Piemonte,Cuneo,CN,8.1183,343,377,3,547,0,0
004077,Crissolo,D172,Piemonte,Cuneo,CN,52.0529,145,156,1,1335,0,0
004078,Cuneo,D205,Piemonte,Cuneo,CN,119.669,55751,55557,5,545,0,0
004079,Demonte,D271,Piemonte,Cuneo,CN,127.3063,1885,1853,1,787,0,0
004080,Diano d'Alba,D291,Piemonte,Cuneo,CN,17.5432,3553,3622,3,492,0,0
004081,Dogliani,D314,Piemonte,Cuneo,CN,35.6828,4614,4553,3,298,0,0
004082,Dronero,D372,Piemonte,Cuneo,CN,58.9575,7024,6902,1,625,0,0
004083,Elva,D401,Piemonte,Cuneo,CN,26.2196,79,82,1,1637,0,0
004084,Entracque,D410,Piemonte,Cuneo,CN,160.7314,763,770,1,897,0,0
004085,Envie,D412,Piemonte,Cuneo,CN,24.9305,1957,1954,3,330,0,0
004086,Farigliano,D499,Piemonte,Cuneo,CN,16.4417,1669,1698,3,276,0,0
004087,Faule,D511,Piemonte,Cuneo,CN,7.0298,474,464,5,248,0,0
004088,Feisoglio,D523,Piemonte,Cuneo,CN,7.6666,300,295,3,703,0,0
004089,Fossano,D742,Piemonte,Cuneo,CN,130.1431,24097,24242,5,388,0,0
004090,Frabosa Soprana,D751,Piemonte,Cuneo,CN,47.1437,720,719,1,898,0,0
004091,Frabosa Sottana,D752,Piemonte,Cuneo,CN,37.6433,1617,1604,1,660,0,0
004092,Frassino,D782,Piemonte,Cuneo,CN,17.0106,254,262,1,756,0,0
004093,Gaiola,D856,Piemonte,Cuneo,CN,4.9691,577,574,1,699,0,0
004094,Gambasca,D894,Piemonte,Cuneo,CN,5.7412,354,347,3,477,0,0
004095,Garessio,D920,Piemonte,Cuneo,CN,131.2811,2844,2881,1,613,0,0
004096,Genola,D967,Piemonte,Cuneo,CN,13.7225,2556,2587,5,348,0,0
004097,Gorzegno,E111,Piemonte,Cuneo,CN,13.9699,244,255,3,329,0,0
004098,Gottasecca,E115,Piemonte,Cuneo,CN,13.6769,119,130,3,711,0,0
004099,Govone,E118,Piemonte,Cuneo,CN,18.9106,2234,2255,3,296,0,0
004100,Grinzane Cavour,E182,Piemonte,Cuneo,CN,3.8082,1935,1987,3,201,0,0
004101,Guarene,E251,Piemonte,Cuneo,CN,13.446,3532,3513,3,344,0,0
004102,Igliano,E282,Piemonte,Cuneo,CN,3.4042,65,67,3,535,0,0
004103,Isasca,E327,Piemonte,Cuneo,CN,5.0784,67,72,1,669,0,0
004104,Lagnasco,E406,Piemonte,Cuneo,CN,17.7123,1393,1395,5,354,0,0
004105,La Morra,E430,Piemonte,Cuneo,CN,24.1658,2658,2675,3,508,0,0
004106,Lequio Berria,E540,Piemonte,Cuneo,CN,11.8291,431,432,3,712,0,0
004107,Lequio Tanaro,E539,Piemonte,Cuneo,CN,12.2005,720,752,5,334,0,0
004108,Lesegno,E546,Piemonte,Cuneo,CN,14.2197,836,788,3,421,0,0
004109,Levice,E564,Piemonte,Cuneo,CN,15.739,183,204,3,546,0,0
004110,Limone Piemonte,E597,Piemonte,Cuneo,CN,70.8103,1343,1402,1,1006,0,0
004111,Lisio,E615,Piemonte,Cuneo,CN,8.2287,185,191,1,581,0,0
004112,Macra,E789,Piemonte,Cuneo,CN,24.6562,42,43,1,820,0,0
004113,Magliano Alfieri,E809,Piemonte,Cuneo,CN,9.5002,2169,2173,3,323,0,0
004114,Magliano Alpi,E808,Piemonte,Cuneo,CN,33.2204,2145,2130,5,401,0,0
004115,Mango,E887,Piemonte,Cuneo,CN,20.0309,1259,1253,3,518,0,0
004116,Manta,E894,Piemonte,Cuneo,CN,11.7345,3843,3765,3,400,0,0
004117,Marene,E939,Piemonte,Cuneo,CN,28.987,3351,3269,5,307,0,0
004118,Margarita,E945,Piemonte,Cuneo,CN,11.3762,1403,1429,5,451,0,0
004119,Marmora,E963,Piemonte,Cuneo,CN,41.1258,58,54,1,1229,0,0
004120,Marsaglia,E973,Piemonte,Cuneo,CN,13.0258,215,214,3,592,0,0
004121,Martiniana Po,E988,Piemonte,Cuneo,CN,13.2806,816,752,3,453,0,0
004122,Melle,F114,Piemonte,Cuneo,CN,27.9057,295,298,1,686,0,0
004123,Moiola,F279,Piemonte,Cuneo,CN,15.0682,216,218,1,695,0,0
004124,Mombarcaro,F309,Piemonte,Cuneo,CN,20.5111,261,250,3,886,0,0
004125,Mombasiglio,F312,Piemonte,Cuneo,CN,17.3495,571,617,3,451,0,0
004126,Monastero di Vasco,F326,Piemonte,Cuneo,CN,17.4382,1257,1259,3,519,0,0
004127,Monasterolo Casotto,F329,Piemonte,Cuneo,CN,7.6797,83,80,1,722,0,0
004128,Monasterolo di Savigliano,F330,Piemonte,Cuneo,CN,14.9114,1324,1335,5,295,0,0
004129,Monchiero,F338,Piemonte,Cuneo,CN,4.9903,578,585,3,241,0,0
004130,Mondovì,F351,Piemonte,Cuneo,CN,87.0516,22114,22015,3,400,0,0
004131,Monesiglio,F355,Piemonte,Cuneo,CN,12.933,568,595,3,373,0,0
004132,Monforte d'Alba,F358,Piemonte,Cuneo,CN,25.2744,1874,1954,3,472,0,0
004133,Montà,F385,Piemonte,Cuneo,CN,26.8196,4672,4684,3,321,0,0
004134,Montaldo di Mondovì,F405,Piemonte,Cuneo,CN,23.5797,534,530,1,780,0,0
004135,Montaldo Roero,F408,Piemonte,Cuneo,CN,11.8402,895,862,3,370,0,0
004136,Montanera,F424,Piemonte,Cuneo,CN,11.6271,694,714,5,423,0,0
004137,Montelupo Albese,F550,Piemonte,Cuneo,CN,6.4303,475,480,3,566,0,0
004138,Montemale di Cuneo,F558,Piemonte,Cuneo,CN,11.1041,234,214,1,921,0,0
004139,Monterosso Grana,F608,Piemonte,Cuneo,CN,42.221,536,514,1,726,0,0
004140,Monteu Roero,F654,Piemonte,Cuneo,CN,24.6997,1571,1634,3,359,0,0
004141,Montezemolo,F666,Piemonte,Cuneo,CN,6.9363,222,225,1,743,0,0
004142,Monticello d'Alba,F669,Piemonte,Cuneo,CN,10.2359,2340,2351,3,328,0,0
